Id,Token,Label
8496,"""vitesse""",aucun
8497,"""comprise""",aucun
8498,"""entre""",aucun
8499,"""1""",aucun
8500,"""et""",aucun
8501,"""3""",aucun
8502,"""nœuds""",aucun
8503,""",""",aucun
8504,"""pouvant""",aucun
8505,"""excéder""",aucun
8506,"""ces""",aucun
8507,"""valeurs""",aucun
8508,"""lorsque""",aucun
8509,"""le""",aucun
8510,"""vent""",aucun
8511,"""souffle""",aucun
8512,"""du""",aucun
8513,"""NE""",aucun
8514,""".""",aucun
8515,"""Au""",aucun
8516,"""Sud""",aucun
8517,"""de""",aucun
8518,"""l’""",aucun
8519,"""île""",geogFeat geogName
8520,"""Royale""",geogName name
8521,""",""",aucun
8522,"""ce""",aucun
8523,"""courant""",aucun
8524,"""s’""",aucun
8525,"""atténue""",aucun
8526,"""et""",aucun
8527,"""s’""",aucun
8528,"""infléchit""",aucun
8529,"""vers""",aucun
8530,"""l’""",aucun
8531,"""WSW""",aucun
8532,""".""",aucun
8533,"""Un""",aucun
8534,"""contre-courant""",aucun
8535,"""portant""",aucun
8536,"""vers""",aucun
8537,"""l’""",aucun
8538,"""Est""",aucun
8539,"""longe""",aucun
8540,"""la""",aucun
8541,"""côte""",geogFeat geogName
8542,"""Sud""",geogName name
8543,"""de""",aucun
8544,"""l’""",aucun
8545,"""île""",geogFeat
8546,""".""",aucun
8547,"""49""",aucun
8548,"""CÔTES""",geogFeat geogName
8549,"""DU""",geogName
8550,"""SURINAM""",geogName name
8551,""".""",aucun
8552,"""—""",aucun
8553,"""Au""",aucun
8554,"""large""",aucun
8555,"""des""",aucun
8556,"""côtes""",geogFeat
8557,""",""",aucun
8558,"""le""",aucun
8559,"""courant""",aucun
8560,"""de""",aucun
8561,"""Guyane""",geogName name
8562,"""porte""",aucun
8563,"""à""",aucun
8564,"""2""",aucun
8565,"""ou""",aucun
8566,"""3""",aucun
8567,"""nœuds""",aucun
8568,"""vers""",aucun
8569,"""l’""",aucun
8570,"""WNW""",aucun
8571,"""pendant""",aucun
8572,"""toute""",aucun
8573,"""l’""",aucun
8574,"""année""",aucun
8575,""".""",aucun
8576,"""Au""",aucun
8577,"""-""",aucun
8578,"""delà""",aucun
8579,"""du""",aucun
8580,"""plateau""",geogFeat geogName
8581,"""continental""",geogName name
8582,""",""",aucun
8583,"""le""",aucun
8584,"""courant""",aucun
8585,"""porte""",aucun
8586,"""vers""",aucun
8587,"""le""",aucun
8588,"""quadrant""",aucun
8589,"""Ouest""",aucun
8590,"""à""",aucun
8591,"""Nord""",aucun
8592,""",""",aucun
8593,"""à""",aucun
8594,"""des""",aucun
8595,"""vitesses""",aucun
8596,"""pouvant""",aucun
8597,"""atteindre""",aucun
8598,"""4""",aucun
8599,"""nœuds""",aucun
8600,""";""",aucun
8601,"""les""",aucun
8602,"""composantes""",aucun
8603,"""Nord""",aucun
8604,"""sont""",aucun
8605,"""plus""",aucun
8606,"""fréquentes""",aucun
8607,"""de""",aucun
8608,"""mai""",aucun
8609,"""à""",aucun
8610,"""octobre""",aucun
8611,""".""",aucun
8612,"""01""",aucun
8613,"""6.1.4.1""",aucun
8614,""".""",aucun
8615,"""Zones""",geogFeat
8616,"""dangereuses""",geogFeat
8617,"""07""",aucun
8618,"""Les""",aucun
8619,"""zones""",geogFeat
8620,"""dangereuses""",geogFeat
8621,"""liées""",aucun
8622,"""au""",aucun
8623,"""lancement""",aucun
8624,"""de""",aucun
8625,"""fusées""",aucun
8626,"""à""",aucun
8627,"""partir""",aucun
8628,"""du""",aucun
8629,"""centre""",geogFeat
8630,"""spatial""",aucun
8631,"""guyanais""",aucun
8632,"""sont""",aucun
8633,"""de""",aucun
8634,"""dimensions""",aucun
8635,"""variables""",aucun
8636,""".""",aucun
8637,"""Les""",aucun
8638,"""avertissements""",aucun
8639,"""de""",aucun
8640,"""navigation""",aucun
8641,"""afférents""",aucun
8642,"""aux""",aucun
8643,"""lancements""",aucun
8644,"""font""",aucun
8645,"""l’""",aucun
8646,"""objet""",aucun
8647,"""d’""",aucun
8648,"""Avurnav""",aucun
8649,"""émis""",aucun
8650,"""par""",aucun
8651,"""Cayenne""",geogName name
8652,""".""",aucun
8653,"""01""",aucun
8654,"""8.3.4.2""",aucun
8655,""".""",aucun
8656,"""Atterrissage""",aucun
8657,"""07""",aucun
8658,"""Le""",aucun
8659,"""terrain""",aucun
8660,"""est""",aucun
8661,"""bas""",aucun
8662,"""autour""",aucun
8663,"""de""",aucun
8664,"""Saylac""",geogName name
8665,""".""",aucun
8666,"""Les""",aucun
8667,"""hauts-fonds""",geogFeat
8668,"""s’""",aucun
8669,"""étendent""",aucun
8670,"""jusqu’""",aucun
8671,"""à""",aucun
8672,"""10""",aucun
8673,"""ou""",aucun
8674,"""11""",aucun
8675,"""M""",aucun
8676,"""au""",aucun
8677,"""Nord""",aucun
8678,"""et""",aucun
8679,"""au""",aucun
8680,"""NE""",aucun
8681,"""de""",aucun
8682,"""la""",aucun
8683,"""ville""",geogFeat
8684,""".""",aucun
8685,"""Aucun""",aucun
8686,"""amer""",geogFeat
8687,"""remarquable""",aucun
8688,"""ne""",aucun
8689,"""permet""",aucun
8690,"""de""",aucun
8691,"""préciser""",aucun
8692,"""la""",aucun
8693,"""position""",aucun
8694,"""avant""",aucun
8695,"""d’""",aucun
8696,"""être""",aucun
8697,"""à""",aucun
8698,"""proximité""",aucun
8699,"""des""",aucun
8700,"""récifs""",geogFeat
8701,""".""",aucun
8702,"""13""",aucun
8703,"""Autour""",aucun
8704,"""de""",aucun
8705,"""Saylac""",geogName name
8706,""",""",aucun
8707,"""Ceebaad""",geogName name
8708,"""(""",aucun
8709,"""11""",aucun
8710,"""°""",aucun
8711,"""30""",aucun
8712,"""'""",aucun
8713,"""N""",aucun
8714,"""—""",aucun
8715,"""43""",aucun
8716,"""°""",aucun
8717,"""27""",aucun
8718,"""'""",aucun
8719,"""E""",aucun
8720,""")""",aucun
8721,"""est""",aucun
8722,"""une""",aucun
8723,"""île""",geogFeat
8724,"""basse""",aucun
8725,"""(""",aucun
8726,"""6""",aucun
8727,"""m""",aucun
8728,""")""",aucun
8729,""",""",aucun
8730,"""sablonneuse""",aucun
8731,"""et""",aucun
8732,"""couverte""",aucun
8733,"""de""",aucun
8734,"""buissons""",aucun
8735,""",""",aucun
8736,"""Saacada""",geogName name
8737,"""Din""",geogName name
8738,"""une""",aucun
8739,"""île""",geogFeat
8740,"""corallienne""",aucun
8741,"""basse""",aucun
8742,"""(""",aucun
8743,"""3""",aucun
8744,"""m""",aucun
8745,""")""",aucun
8746,""",""",aucun
8747,"""couverte""",aucun
8748,"""de""",aucun
8749,"""buissons""",aucun
8750,"""et""",aucun
8751,"""portée""",aucun
8752,"""par""",aucun
8753,"""un""",aucun
8754,"""haut-fond""",geogFeat
8755,"""de""",aucun
8756,"""vase""",aucun
8757,""",""",aucun
8758,"""de""",aucun
8759,"""sable""",aucun
8760,"""et""",aucun
8761,"""de""",aucun
8762,"""corail""",aucun
8763,""",""",aucun
8764,"""qui""",aucun
8765,"""découvre""",aucun
8766,""".""",aucun
8767,"""Shaab""",geogFeat geogName
8768,"""Filfil""",geogName name
8769,"""est""",aucun
8770,"""un""",aucun
8771,"""récif""",geogFeat
8772,"""corallien""",aucun
8773,"""couvert""",aucun
8774,"""de""",aucun
8775,"""très""",aucun
8776,"""peu""",aucun
8777,"""d’""",aucun
8778,"""eau""",aucun
8779,"""et""",aucun
8780,"""Siigaale""",geogName name
8781,"""ne""",aucun
8782,"""découvre""",aucun
8783,"""pas""",aucun
8784,"""non""",aucun
8785,"""plus""",aucun
8786,""".""",aucun
8787,"""Les""",aucun
8788,"""profondeurs""",aucun
8789,"""au""",aucun
8790,"""SW""",aucun
8791,"""de""",aucun
8792,"""ces""",aucun
8793,"""deux""",aucun
8794,"""récifs""",geogFeat
8795,"""seraient""",aucun
8796,"""plus""",aucun
8797,"""faibles""",aucun
8798,"""que""",aucun
8799,"""celles""",aucun
8800,"""portées""",aucun
8801,"""sur""",aucun
8802,"""la""",aucun
8803,"""carte""",aucun
8804,""".""",aucun
8805,"""01""",aucun
8806,"""2.2.3.3""",aucun
8807,""".""",aucun
8808,"""Route""",geogFeat
8809,"""directe""",aucun
8810,"""depuis""",aucun
8811,"""le""",aucun
8812,"""large""",aucun
8813,"""jusqu’""",aucun
8814,"""aux""",aucun
8815,"""Casquets""",geogName name
8816,"""07""",aucun
8817,"""Les""",aucun
8818,"""navires""",aucun
8819,"""venant""",aucun
8820,"""du""",aucun
8821,"""SW""",aucun
8822,"""peuvent""",aucun
8823,"""rejoindre""",aucun
8824,"""directement""",aucun
8825,"""le""",aucun
8826,"""DST""",geogFeat geogName
8827,"""des""",geogName
8828,"""Casquets""",geogName name
8829,"""en""",aucun
8830,"""faisant""",aucun
8831,"""route""",geogFeat
8832,"""à""",aucun
8833,"""75""",aucun
8834,"""°""",aucun
8835,""".""",aucun
8836,"""Sur""",aucun
8837,"""le""",aucun
8838,"""méridien""",geogFeat
8839,"""004""",aucun
8840,"""°""",aucun
8841,"""Ouest""",aucun
8842,""",""",aucun
8843,"""leur""",aucun
8844,"""route""",geogFeat
8845,"""rejoint""",aucun
8846,"""celle""",aucun
8847,"""des""",aucun
8848,"""navires""",aucun
8849,"""provenant""",aucun
8850,"""du""",aucun
8851,"""DST""",geogFeat geogName
8852,"""de""",geogName
8853,"""«""",geogName
8854,"""Isles""",geogFeat geogName
8855,"""of""",geogName
8856,"""Scilly""",geogName name
8857,"""»""",geogName
8858,"""et""",aucun
8859,"""croise""",aucun
8860,"""celle""",aucun
8861,"""des""",aucun
8862,"""navires""",aucun
8863,"""se""",aucun
8864,"""dirigeant""",aucun
8865,"""vers""",aucun
8866,"""le""",aucun
8867,"""DST""",geogFeat geogName
8868,"""d’""",geogName
8869,"""Ouessant""",geogName name
8870,""".""",aucun
8871,"""Il""",aucun
8872,"""convient""",aucun
8873,"""donc""",aucun
8874,"""d’""",aucun
8875,"""être""",aucun
8876,"""particulièrement""",aucun
8877,"""vigilant""",aucun
8878,"""en""",aucun
8879,"""naviguant""",aucun
8880,"""dans""",aucun
8881,"""cette""",aucun
8882,"""zone""",geogFeat
8883,""".""",aucun
8884,"""01""",aucun
8885,"""4.5.3.2""",aucun
8886,""".""",aucun
8887,"""Accès""",aucun
8888,"""07""",aucun
8889,"""La""",aucun
8890,"""passe""",geogFeat
8891,"""d’""",geogFeat
8892,"""entrée""",geogFeat
8893,"""de""",aucun
8894,"""l’""",aucun
8895,"""ancien""",geogName name
8896,"""port""",geogFeat geogName
8897,""",""",aucun
8898,"""large""",aucun
8899,"""de""",aucun
8900,"""40""",aucun
8901,"""m""",aucun
8902,"""et""",aucun
8903,"""longue""",aucun
8904,"""de""",aucun
8905,"""100""",aucun
8906,"""m""",aucun
8907,"""environ""",aucun
8908,""",""",aucun
8909,"""est""",aucun
8910,"""orientée""",aucun
8911,""",""",aucun
8912,"""sensiblement""",aucun
8913,""",""",aucun
8914,"""Ouest-Est""",aucun
8915,""";""",aucun
8916,"""celle""",aucun
8917,"""du""",aucun
8918,"""nouveau""",geogName name
8919,"""port""",geogFeat geogName
8920,""",""",aucun
8921,"""ouverte""",aucun
8922,"""à""",aucun
8923,"""l’""",aucun
8924,"""Ouest""",aucun
8925,""",""",aucun
8926,"""est""",aucun
8927,"""large""",aucun
8928,"""de""",aucun
8929,"""55""",aucun
8930,"""m""",aucun
8931,""",""",aucun
8932,"""mais""",aucun
8933,"""sa""",aucun
8934,"""largeur""",aucun
8935,"""utile""",aucun
8936,"""est""",aucun
8937,"""réduite""",aucun
8938,"""par""",aucun
8939,"""l’""",aucun
8940,"""installation""",aucun
8941,"""d’""",aucun
8942,"""une""",aucun
8943,"""panne""",geogFeat
8944,"""flottante""",geogFeat
8945,""",""",aucun
8946,"""pour""",aucun
8947,"""bateaux""",aucun
8948,"""de""",aucun
8949,"""passage""",aucun
8950,""",""",aucun
8951,"""sur""",aucun
8952,"""la""",aucun
8953,"""face""",geogFeat
8954,"""interne""",geogFeat
8955,"""de""",aucun
8956,"""la""",aucun
8957,"""digue""",geogFeat geogName
8958,"""Sud""",geogName name
8959,""".""",aucun
8960,"""2103""",aucun
8961,"""13""",aucun
8962,"""Un""",aucun
8963,"""banc""",geogFeat
8964,"""de""",aucun
8965,"""sable""",aucun
8966,"""se""",aucun
8967,"""forme""",aucun
8968,"""parfois""",aucun
8969,"""à""",aucun
8970,"""l’""",aucun
8971,"""entrée""",geogFeat
8972,"""de""",aucun
8973,"""l’""",aucun
8974,"""ancien""",geogName name
8975,"""port""",geogFeat geogName
8976,""".""",aucun
8977,"""01""",aucun
8978,"""2.2.3.2""",aucun
8979,""".""",aucun
8980,"""Route""",geogFeat
8981,"""directe""",aucun
8982,"""depuis""",aucun
8983,"""«""",aucun
8984,"""Isles""",geogFeat geogName
8985,"""of""",geogName
8986,"""Scilly""",geogName name
8987,"""»""",aucun
8988,"""jusqu’""",aucun
8989,"""aux""",aucun
8990,"""Casquets""",geogName name
8991,"""07""",aucun
8992,"""Sous""",aucun
8993,"""réserve""",aucun
8994,"""de""",aucun
8995,"""tous""",aucun
8996,"""facteurs""",aucun
8997,"""pouvant""",aucun
8998,"""avoir""",aucun
8999,"""une""",aucun
9000,"""incidence""",aucun
9001,"""défavorable""",aucun
9002,"""sur""",aucun
9003,"""la""",aucun
9004,"""sécurité""",aucun
9005,"""de""",aucun
9006,"""la""",aucun
9007,"""navigation""",aucun
9008,""",""",aucun
9009,"""il""",aucun
9010,"""est""",aucun
9011,"""vivement""",aucun
9012,"""recommandé""",aucun
9013,"""aux""",aucun
9014,"""bâtiments""",aucun
9015,"""quittant""",aucun
9016,"""le""",aucun
9017,"""DST""",geogFeat geogName
9018,"""de""",geogName
9019,"""«""",geogName
9020,"""Isles""",geogFeat geogName
9021,"""of""",geogName
9022,"""Scilly""",geogName name
9023,"""»""",geogName
9024,"""(""",aucun
9025,"""§""",aucun
9026,"""2.3.4.1""",aucun
9027,""".""",aucun
9028,""")""",aucun
9029,"""en""",aucun
9030,"""direction""",aucun
9031,"""du""",aucun
9032,"""Pas""",geogFeat geogName
9033,"""de""",geogName
9034,"""Calais""",geogName name
9035,"""d’""",aucun
9036,"""emprunter""",aucun
9037,"""le""",aucun
9038,"""DST""",geogFeat geogName
9039,"""des""",geogName
9040,"""Casquets""",geogName name
9041,""".""",aucun
9042,"""Les""",aucun
9043,"""navires""",aucun
9044,"""peuvent""",aucun
9045,"""faire""",aucun
9046,"""route""",geogFeat
9047,"""à""",aucun
9048,"""090""",aucun
9049,"""°""",aucun
9050,"""sur""",aucun
9051,"""une""",aucun
9052,"""distance""",aucun
9053,"""de""",aucun
9054,"""100""",aucun
9055,"""M""",aucun
9056,"""environ""",aucun
9057,"""jusqu’""",aucun
9058,"""au""",aucun
9059,"""méridien""",geogFeat
9060,"""004""",aucun
9061,"""°""",aucun
9062,"""Ouest""",aucun
9063,""",""",aucun
9064,"""puis""",aucun
9065,"""à""",aucun
9066,"""075""",aucun
9067,"""°""",aucun
9068,"""sur""",aucun
9069,"""une""",aucun
9070,"""distance""",aucun
9071,"""de""",aucun
9072,"""53""",aucun
9073,"""m""",aucun
9074,"""environ""",aucun
9075,"""jusqu’""",aucun
9076,"""à""",aucun
9077,"""l’""",aucun
9078,"""entrée""",geogFeat
9079,"""du""",aucun
9080,"""DST""",geogFeat geogName
9081,"""des""",geogName
9082,"""Casquets""",geogName name
9083,"""(""",aucun
9084,"""§""",aucun
9085,"""2.3.2""",aucun
9086,""".""",aucun
9087,""")""",aucun
9088,""".""",aucun
9089,"""13""",aucun
9090,"""Ils""",aucun
9091,"""doivent""",aucun
9092,"""faire""",aucun
9093,"""preuve""",aucun
9094,"""de""",aucun
9095,"""vigilance""",aucun
9096,"""en""",aucun
9097,"""traversant""",aucun
9098,"""la""",aucun
9099,"""zone""",geogFeat
9100,"""d’""",geogFeat
9101,"""exercices""",geogFeat
9102,""",""",aucun
9103,"""au""",aucun
9104,"""large""",aucun
9105,"""de""",aucun
9106,"""la""",aucun
9107,"""côte""",geogFeat geogName
9108,"""Sud""",geogName name
9109,"""de""",aucun
9110,"""l’""",aucun
9111,"""Angleterre""",geogName name
9112,"""où""",aucun
9113,"""se""",aucun
9114,"""déroulent""",aucun
9115,"""fréquemment""",aucun
9116,"""des""",aucun
9117,"""exercices""",aucun
9118,"""de""",aucun
9119,"""sous-marins""",aucun
9120,"""en""",aucun
9121,"""plongée""",aucun
9122,"""ou""",aucun
9123,"""en""",aucun
9124,"""surface""",aucun
9125,""".""",aucun
9126,"""19""",aucun
9127,"""Une""",aucun
9128,"""grande""",aucun
9129,"""prudence""",aucun
9130,"""est""",aucun
9131,"""également""",aucun
9132,"""recommandée""",aucun
9133,"""dans""",aucun
9134,"""les""",aucun
9135,"""parages""",aucun
9136,"""du""",aucun
9137,"""point""",aucun
9138,"""tournant""",aucun
9139,""",""",aucun
9140,"""au""",aucun
9141,"""moment""",aucun
9142,"""de""",aucun
9143,"""croiser""",aucun
9144,"""la""",aucun
9145,"""route""",geogFeat
9146,"""des""",aucun
9147,"""navires""",aucun
9148,"""en""",aucun
9149,"""direction""",aucun
9150,"""du""",aucun
9151,"""DST""",geogFeat geogName
9152,"""d’""",geogName
9153,"""Ouessant""",geogName name
9154,""",""",aucun
9155,"""mais""",aucun
9156,"""aussi""",aucun
9157,"""lorsqu’""",aucun
9158,"""il""",aucun
9159,"""s’""",aucun
9160,"""agit""",aucun
9161,"""de""",aucun
9162,"""s’""",aucun
9163,"""insérer""",aucun
9164,"""dans""",aucun
9165,"""le""",aucun
9166,"""trafic""",aucun
9167,"""à""",aucun
9168,"""destination""",aucun
9169,"""du""",aucun
9170,"""Pas""",geogFeat geogName
9171,"""de""",geogName
9172,"""Calais""",geogName name
9173,""".""",aucun
9174,"""01""",aucun
9175,"""5.4.6.2""",aucun
9176,""".""",aucun
9177,"""Chenalage""",aucun
9178,"""07""",aucun
9179,"""Un""",aucun
9180,"""alignement""",geogFeat
9181,"""lumineux""",geogFeat
9182,"""à""",aucun
9183,"""118,5""",aucun
9184,"""°""",aucun
9185,"""de""",aucun
9186,"""deux""",aucun
9187,"""pylônes""",geogFeat
9188,"""cylindriques""",aucun
9189,"""blancs""",aucun
9190,"""à""",aucun
9191,"""sommet""",geogFeat
9192,"""vert""",aucun
9193,"""(""",aucun
9194,"""8""",aucun
9195,"""et""",aucun
9196,"""15""",aucun
9197,"""m""",aucun
9198,""")""",aucun
9199,"""et""",aucun
9200,"""à""",aucun
9201,"""voyant""",geogFeat
9202,"""blanc""",aucun
9203,"""avec""",aucun
9204,"""bande""",aucun
9205,"""médiane""",aucun
9206,"""verticale""",aucun
9207,"""verte""",aucun
9208,"""pour""",aucun
9209,"""l’""",aucun
9210,"""antérieur""",aucun
9211,"""(""",aucun
9212,"""47""",aucun
9213,"""°""",aucun
9214,"""01,35""",aucun
9215,"""'""",aucun
9216,"""N""",aucun
9217,"""—""",aucun
9218,"""1""",aucun
9219,"""°""",aucun
9220,"""59,09""",aucun
9221,"""'""",aucun
9222,"""W""",aucun
9223,""")""",aucun
9224,""",""",aucun
9225,"""l’""",aucun
9226,"""inverse""",aucun
9227,"""pour""",aucun
9228,"""le""",aucun
9229,"""postérieur""",aucun
9230,"""(""",aucun
9231,"""47""",aucun
9232,"""°""",aucun
9233,"""01,22""",aucun
9234,"""'""",aucun
9235,"""N""",aucun
9236,"""—""",aucun
9237,"""1""",aucun
9238,"""°""",aucun
9239,"""58,74""",aucun
9240,"""'""",aucun
9241,"""W""",aucun
9242,""")""",aucun
9243,""",""",aucun
9244,"""conduit""",aucun
9245,"""aux""",aucun
9246,"""deux""",aucun
9247,"""balises""",geogFeat
9248,"""latérales""",geogFeat
9249,"""de""",aucun
9250,"""l’""",aucun
9251,"""entrée""",geogFeat
9252,"""du""",aucun
9253,"""chenal""",geogFeat
9254,"""d’""",geogFeat
9255,"""accès""",geogFeat
9256,""".""",aucun
9257,"""À""",aucun
9258,"""cette""",aucun
9259,"""entrée""",geogFeat
9260,"""les""",aucun
9261,"""fonds""",aucun
9262,"""découvrent""",aucun
9263,"""de""",aucun
9264,"""1,7""",aucun
9265,"""m.""",aucun
9266,"""Ensuite""",aucun
9267,""",""",aucun
9268,"""le""",aucun
9269,"""chenal""",geogFeat
9270,"""creusé""",aucun
9271,"""dans""",aucun
9272,"""la""",aucun
9273,"""vase""",aucun
9274,"""est""",aucun
9275,"""balisé""",aucun
9276,"""par""",aucun
9277,"""des""",aucun
9278,"""perches""",geogFeat
9279,""".""",aucun
9280,"""Un""",aucun
9281,"""feu""",geogFeat
9282,"""porté""",aucun
9283,"""par""",aucun
9284,"""un""",aucun
9285,"""abri""",geogFeat
9286,"""carré""",aucun
9287,"""blanc""",aucun
9288,"""à""",aucun
9289,"""bordure""",aucun
9290,"""supérieure""",aucun
9291,"""rouge""",aucun
9292,"""(""",aucun
9293,"""6""",aucun
9294,"""m""",aucun
9295,""")""",aucun
9296,"""est""",aucun
9297,"""implanté""",aucun
9298,"""sur""",aucun
9299,"""la""",aucun
9300,"""rive""",geogFeat geogName
9301,"""Nord""",geogName name
9302,"""de""",aucun
9303,"""l’""",aucun
9304,"""étier""",geogFeat
9305,""",""",aucun
9306,"""tout""",aucun
9307,"""près""",aucun
9308,"""de""",aucun
9309,"""l’""",aucun
9310,"""entrée""",geogFeat
9311,"""du""",aucun
9312,"""port""",geogFeat
9313,""".""",aucun
9314,"""01""",aucun
9315,"""4.5.5""",aucun
9316,""".""",aucun
9317,"""Port""",geogFeat geogName
9318,"""de""",geogName
9319,"""Cavalaire""",geogName name
9320,"""07""",aucun
9321,"""4.5.5""",aucun
9322,""".""",aucun
9323,"""—""",aucun
9324,"""Port""",geogFeat geogName
9325,"""de""",geogName
9326,"""Cavalaire""",geogName name
9327,""",""",aucun
9328,"""au""",aucun
9329,"""SSW""",aucun
9330,"""(""",aucun
9331,"""2020""",aucun
9332,""")""",aucun
9333,""".""",aucun
9334,"""01""",aucun
9335,"""4.6.3.3""",aucun
9336,""".""",aucun
9337,"""De""",aucun
9338,"""l’""",aucun
9339,"""Est""",aucun
9340,"""du""",aucun
9341,"""phare""",geogFeat geogName
9342,"""de""",geogName
9343,"""Nadji""",geogName name
9344,"""jusqu’""",aucun
9345,"""à""",aucun
9346,"""l’""",aucun
9347,"""entrée""",geogFeat
9348,"""du""",aucun
9349,"""port""",geogFeat geogName
9350,"""de""",geogName
9351,"""Ténès""",geogName name
9352,"""07""",aucun
9353,"""Entre""",aucun
9354,"""le""",aucun
9355,"""phare""",geogFeat geogName
9356,"""de""",geogName
9357,"""Nadji""",geogName name
9358,"""et""",aucun
9359,"""Ras""",geogFeat geogName
9360,"""Kalah""",geogName name
9361,"""à""",aucun
9362,"""12,5""",aucun
9363,"""M""",aucun
9364,"""à""",aucun
9365,"""l’""",aucun
9366,"""ENE""",aucun
9367,""",""",aucun
9368,"""la""",aucun
9369,"""côte""",geogFeat
9370,"""est""",aucun
9371,"""élevée""",aucun
9372,"""et""",aucun
9373,"""accidentée""",aucun
9374,""".""",aucun
9375,"""Elle""",aucun
9376,"""est""",aucun
9377,"""bordée""",aucun
9378,"""par""",aucun
9379,"""des""",aucun
9380,"""hauts-fonds""",geogFeat
9381,"""rocheux""",aucun
9382,"""qui""",aucun
9383,"""ne""",aucun
9384,"""s’""",aucun
9385,"""étendent""",aucun
9386,"""pas""",aucun
9387,"""à""",aucun
9388,"""plus""",aucun
9389,"""de""",aucun
9390,"""0,3""",aucun
9391,"""M""",aucun
9392,"""au""",aucun
9393,"""large""",aucun
9394,""".""",aucun
9395,"""13""",aucun
9396,"""À""",aucun
9397,"""8""",aucun
9398,"""M""",aucun
9399,"""à""",aucun
9400,"""l’""",aucun
9401,"""ENE""",aucun
9402,"""du""",aucun
9403,"""phare""",geogFeat geogName
9404,"""de""",geogName
9405,"""Nadji""",geogName name
9406,""",""",aucun
9407,"""le""",aucun
9408,"""port""",geogFeat geogName
9409,"""de""",geogFeat geogName
9410,"""pêche""",geogFeat geogName
9411,"""de""",geogName
9412,"""Sidi""",geogName name
9413,"""Abderrahmane""",geogName name
9414,"""(""",aucun
9415,"""36""",aucun
9416,"""°""",aucun
9417,"""29,7""",aucun
9418,"""'""",aucun
9419,"""N""",aucun
9420,"""—""",aucun
9421,"""1""",aucun
9422,"""°""",aucun
9423,"""05,7""",aucun
9424,"""'""",aucun
9425,"""E""",aucun
9426,""")""",aucun
9427,"""est""",aucun
9428,"""construit""",aucun
9429,"""au""",aucun
9430,"""bord""",aucun
9431,"""du""",aucun
9432,"""village""",geogFeat geogName
9433,"""de""",geogName
9434,"""Soug""",geogName name
9435,"""el""",geogName name
9436,"""Bgar""",geogName name
9437,"""(""",aucun
9438,"""pointe""",geogFeat geogName
9439,"""Rouge""",geogName name
9440,""")""",aucun
9441,""".""",aucun
9442,"""19""",aucun
9443,"""À""",aucun
9444,"""4,4""",aucun
9445,"""M""",aucun
9446,"""à""",aucun
9447,"""l’""",aucun
9448,"""ENE""",aucun
9449,"""de""",aucun
9450,"""la""",aucun
9451,"""pointe""",geogFeat geogName
9452,"""Rouge""",geogName name
9453,""",""",aucun
9454,"""Ras""",geogFeat geogName
9455,"""Kalah""",geogName name
9456,"""(""",aucun
9457,"""36""",aucun
9458,"""°""",aucun
9459,"""31,0""",aucun
9460,"""'""",aucun
9461,"""N""",aucun
9462,"""—""",aucun
9463,"""1""",aucun
9464,"""°""",aucun
9465,"""11,5""",aucun
9466,"""'""",aucun
9467,"""E""",aucun
9468,""")""",aucun
9469,"""est""",aucun
9470,"""un""",aucun
9471,"""cap""",geogFeat
9472,"""que""",aucun
9473,"""des""",aucun
9474,"""hauts-fonds""",geogFeat
9475,"""débordent""",aucun
9476,"""jusqu’""",aucun
9477,"""à""",aucun
9478,"""environ""",aucun
9479,"""0,4""",aucun
9480,"""M""",aucun
9481,"""au""",aucun
9482,"""Nord""",aucun
9483,""".""",aucun
9484,"""De""",aucun
9485,"""ces""",aucun
9486,"""hauts-fonds""",geogFeat
9487,""",""",aucun
9488,"""émergent""",aucun
9489,"""des""",aucun
9490,"""rochers""",geogFeat
9491,"""dont""",aucun
9492,"""le""",aucun
9493,"""plus""",aucun
9494,"""grand""",aucun
9495,"""est""",aucun
9496,"""haut""",aucun
9497,"""de""",aucun
9498,"""7""",aucun
9499,"""m""",aucun
9500,"""et""",aucun
9501,"""à""",aucun
9502,"""0,3""",aucun
9503,"""M""",aucun
9504,"""du""",aucun
9505,"""rivage""",geogFeat
9506,""".""",aucun
9507,"""25""",aucun
9508,"""Entre""",aucun
9509,"""Ras""",geogFeat geogName
9510,"""Kalah""",geogName name
9511,"""et""",aucun
9512,"""Ras""",geogFeat geogName
9513,"""Ténès""",geogName name
9514,""",""",aucun
9515,"""à""",aucun
9516,"""environ""",aucun
9517,"""8""",aucun
9518,"""M""",aucun
9519,"""à""",aucun
9520,"""l’""",aucun
9521,"""ENE""",aucun
9522,""",""",aucun
9523,"""s’""",aucun
9524,"""ouvre""",aucun
9525,"""une""",aucun
9526,"""baie""",geogFeat
9527,"""très""",aucun
9528,"""ouverte""",aucun
9529,"""dont""",aucun
9530,"""la""",aucun
9531,"""partie""",aucun
9532,"""Est""",aucun
9533,"""abrite""",aucun
9534,"""le""",aucun
9535,"""port""",geogFeat geogName
9536,"""de""",geogName
9537,"""Ténès""",geogName name
9538,"""(""",aucun
9539,"""§""",aucun
9540,"""4.6.4""",aucun
9541,""".""",aucun
9542,""")""",aucun
9543,""".""",aucun
9544,"""01""",aucun
9545,"""5.4.7.1""",aucun
9546,""".""",aucun
9547,"""Généralités""",aucun
9548,"""07""",aucun
9549,"""Le""",aucun
